student_id,student_name,date_of_birth,gender,guardian_id,subjects,course,student_academic_performance_score,guardian_name,relationship,occupation,income_level
279,Ekene Abioye,2010-08-14,male,279,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.936011111111114,Gideon Abioye,father,Human Resources Manager,250000
280,Moses Fumnanya,2011-01-24,male,280,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.547377777777776,Moyinoluwa Fumnanya,mother,Photographer,100000
281,Adejoke Temitope,2011-08-22,female,281,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.67076666666666,Oluwatosin Temitope,nephew,Police Officer,100000
282,Adebisi Kehinde,2009-12-23,male,282,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.29864444444444,Seyi Kehinde,aunt,Photographer,100000
283,Adefunke Temitope,2009-05-09,female,283,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.43247777777778,Fola Temitope,uncle,Fashion Designer,120000
284,Olufolake Adedayo,2011-02-20,female,284,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,42.770044444444444,Ifeoma Adedayo,aunt,Entrepreneur,500000
285,Ajoke Onyekachukwu,2010-02-13,female,285,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.096633333333333,Ibikunle Onyekachukwu,uncle,Security Guard,30000
286,Adekunle Fumnanya,2009-04-27,male,286,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.257155555555556,Aduke Fumnanya,mother,Imam,120000
287,Kunle Ekene,2009-06-16,male,287,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.317366666666665,Idowu Ekene,uncle,Civil Engineer,300000
288,Tunde Adebowale,2009-12-02,male,288,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,38.98341111111111,Adunola Adebowale,mother,Pharmacist,280000
289,Bashir Chimezie,2010-03-05,male,289,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.21564444444444,Emmanuel Chimezie,uncle,Imam,120000
290,Oluwateniola Uzoma,2009-09-16,female,290,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,30.818266666666663,Onome Uzoma,niece,Housekeeper,25000
291,Motunde Eniola,2011-06-12,female,291,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,34.166666666666664,Funso Eniola,father,Baker,80000
292,Akintunde Oluwatoyin,2009-06-24,male,292,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,38.13973333333333,Chinwe Oluwatoyin,niece,Human Resources Manager,250000
293,Temidayo Adebola,2010-02-11,female,293,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,43.9506,Ayotunde Adebola,father,Entrepreneur,500000
294,Oluwadamilola Olusola,2010-03-20,male,294,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.21077777777777,Abiodun Olusola,mother,Nurse,200000
295,Oluwafikayo Oluwaseyi,2010-03-04,female,295,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,42.140277777777776,Lanre Oluwaseyi,father,Data Scientist,400000
296,Morounkeji Chidi,2010-01-20,female,296,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,46.78673333333333,Ronke Chidi,niece,Pilot,600000
297,Raphael Abiodun,2010-07-07,male,297,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.563066666666668,Ayinde Abiodun,nephew,Baker,80000
298,Ibukun Chiemeka,2010-01-14,male,298,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.57581111111111,Oyinlola Chiemeka,aunt,Electrician,70000
299,Hakeem Adeola,2011-12-24,male,299,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.024255555555552,Gbenga Adeola,uncle,Farmer,50000
